chr,start,end,strand,pvalue,qvalue,meth.diff
chr1,97127802,97128801,*,7.20399972607008e-12,1.95932900261846e-12,30.7491886456096
chr1,98420625,98421624,*,2.01954896256308e-19,7.24481104046232e-20,39.829044881184
chr1,130629122,130630121,*,0.00265231316756555,0.00048913866395321,24.1379310344828
chr1,152750052,152751051,*,4.27448215725406e-60,4.89730443117718e-60,60.1068453282027
chr1,155557621,155558620,*,1.05194196704631e-18,3.68005297593424e-19,19.5272176244318
chr1,162217315,162218314,*,3.78031305419988e-57,4.07635896064286e-57,58.6342729095412
chr1,165484684,165485683,*,1.61982133334568e-23,6.85761017975538e-24,38.4535949399768
chr1,166238248,166239247,*,3.3392333363017e-25,1.47145509390062e-25,34.560888930273
chr1,167466281,167467280,*,1.51605825798219e-46,1.20831907184281e-46,54.7493152316303
chr1,172257915,172258914,*,5.28777204585496e-29,2.62687818806426e-29,46.4683170565524
chr1,175698094,175699093,*,1.05050923030629e-15,3.27503633470735e-16,53.1954156954157
chr1,186966917,186967916,*,3.10270284024795e-227,1.42191543294999e-225,70.1818755671283
chr1,188261524,188262523,*,1.45466733478959e-10,3.803988932371e-11,30.5330634278003
chr1,191976871,191977870,*,5.66394318618254e-19,2.01216116480387e-19,48.6742424242424
chr2,3422149,3423148,*,5.6707580660093e-23,2.32036700446286e-23,28.9755390240827
chr2,10476651,10477650,*,2.83060699483884e-11,7.59718055257334e-12,37.6913265306122
chr2,10517105,10518104,*,2.0179366101931e-10,5.23216801705662e-11,29.8527443105756
chr2,10517656,10518655,*,3.39824506622831e-15,1.03136249016508e-15,50.0489620054837
chr2,19198803,19199802,*,5.74422270781502e-34,3.32173959473049e-34,28.6785925706675
chr2,19553415,19554414,*,3.21066301226326e-10,8.23156210306613e-11,12.4323125170164
chr2,21204866,21205865,*,1.73543806355703e-07,3.91302073346415e-08,12.8166783954961
chr2,25218246,25219245,*,0.0499118917856905,0.00846392707955326,25
chr2,25287646,25288645,*,1.80054460094969e-08,4.2207604714711e-09,29.2986425339367
chr2,25815349,25816348,*,7.41060252708644e-19,2.61242452722542e-19,62.0200024694407
chr2,29123682,29124681,*,5.47731043905385e-26,2.47306139841641e-26,39.8188541277162
chr2,29758813,29759812,*,9.74082498247937e-06,2.00406411797022e-06,36.2700228832952
chr2,29888722,29889721,*,8.16925626983215e-30,4.17139818195644e-30,23.9663049685894
chr2,30803162,30804161,*,1.08121172628363e-28,5.29947345340983e-29,82.9230769230769
chr2,32317961,32318960,*,3.4889595812434e-09,8.40436407178289e-10,24.1152230122818
chr2,34799413,34800412,*,3.28854541881712e-17,1.10006123757084e-17,10.9265377514333
chr2,35396676,35397675,*,1.76265195942365e-43,1.28221130990942e-43,54.4101248884924
chr2,38853331,38854330,*,2.71677039231556e-50,2.38286931901516e-50,80.4347826086956
chr2,38927189,38928188,*,1.5637432964467e-18,5.42906591366594e-19,49.1025641025641
chr2,38996977,38997976,*,2.5059007002008e-54,2.49654621800857e-54,49.6462724786968
chr2,68581914,68582913,*,1.78866435264724e-06,3.8215112278781e-07,26.9749290444655
chr2,68655987,68656986,*,1.67975337466259e-09,4.08383091436604e-10,18.2335513444016
chr2,74725571,74726570,*,1.17931225220394e-39,7.94791991718548e-40,45.8489063563621
chr2,75977671,75978670,*,8.32678913689467e-31,4.43723776298932e-31,33.4042553191489
chr2,76359951,76360950,*,1.04708677753636e-58,1.17757518985746e-58,55.5183087549506
chr2,79707281,79708280,*,2.78445456793159e-33,1.57054487952828e-33,49.8249915605067
chr2,83940729,83941728,*,1.67130385561621e-11,4.50546975218702e-12,22.3343685300207
chr2,84740679,84741678,*,2.13671110391609e-48,1.79673028977245e-48,60.6060606060606
chr2,92191478,92192477,*,5.07878166011573e-16,1.60518511960606e-16,41.9793952467735
chr2,92382039,92383038,*,8.99843129416115e-19,3.16002033992098e-19,37.4162838324016
chr2,104428441,104429440,*,3.04522380591412e-16,9.77634871123306e-17,40.4663009404389
chr2,113285233,113286232,*,0.000579043578435798,0.00011045399742958,23.3022388059702
chr2,116878192,116879191,*,4.64441946886503e-22,1.85486508925777e-22,35.7137479295287
chr2,117184628,117185627,*,2.32022595138154e-13,6.64574819533968e-14,31.6248600961222
chr2,118256467,118257466,*,1.62625810161258e-06,3.49080169707202e-07,12.063549595264
chr2,122160201,122161200,*,1.58577187773963e-20,5.95681984542532e-21,57.0127968421723
chr2,122185690,122186689,*,5.58275940838964e-54,5.44358036446675e-54,58.8593681301426
chr2,122640304,122641303,*,7.47540705017254e-15,2.23911809511011e-15,44.0164355418593
chr2,126782971,126783970,*,2.58412195199057e-15,7.85577921582739e-16,48.6430423509075
chr2,127424700,127425699,*,6.0367278242249e-101,1.87561267854876e-100,62.2530470736626
chr2,127788398,127789397,*,1.69825659113245e-24,7.39460174569249e-25,16.4068422957502
chr2,130404760,130405759,*,5.49543046883233e-08,1.26555850145131e-08,35.5891891891892
chr2,131287553,131288552,*,4.98785426642827e-14,1.46060572541937e-14,57.8007518796992
chr2,132490135,132491134,*,1.1108706035821e-21,4.36053894703089e-22,39.9313658201784
chr2,140389207,140390206,*,4.69811408587902e-16,1.48743696778724e-16,47.1079788572867
chr2,144032560,144033559,*,1.60164166942366e-21,6.24684999284346e-22,35.3482095220161
chr2,148749859,148750858,*,9.7116392989173e-07,2.10932584131302e-07,33.6805555555556
chr2,151475654,151476653,*,3.08921658095101e-08,7.17306403309738e-09,20.1787624140565
chr2,151743687,151744686,*,8.58116364345519e-17,2.81402500499493e-17,43.4573024740622
chr2,151842428,151843427,*,2.0622979923114e-10,5.33963704338116e-11,18.7477718360071
chr2,152572245,152573244,*,1.00412612119234e-18,3.51949337493453e-19,30.9546859873208
chr2,152961986,152962985,*,1.97962652258409e-06,4.22458133510378e-07,12.9026610644258
chr2,153779432,153780431,*,1.73125637494793e-15,5.32486622814639e-16,45.2474892395983
chr2,153870585,153871584,*,3.39685116627813e-05,6.86535197238264e-06,22.2382555715889
chr2,154546586,154547585,*,4.30374580592024e-27,2.0333327836572e-27,32.6765003940998
chr2,156064676,156065675,*,2.7449035123438e-10,7.05717893408351e-11,10.3653826077879
chr2,158191509,158192508,*,1.80396070654617e-20,6.76257026345249e-21,66.0367722165475
chr2,158257595,158258594,*,3.64564290221772e-58,4.02586877141579e-58,63.9351590438547
chr2,163087356,163088355,*,3.61589060012979e-152,2.65136091358204e-151,84.3391628440367
chr2,164199631,164200630,*,5.21578503309214e-21,2.00025499303825e-21,22.3385417912948
chr2,165090251,165091250,*,9.42923302186069e-16,2.94966251044106e-16,35.2088661551577
chr2,170601518,170602517,*,3.19420093416717e-68,4.43590132792054e-68,53.9206201668026
chr2,173522087,173523086,*,4.3568869925023e-97,1.2101130263228e-96,60.9430097621386
chr2,174267086,174268085,*,3.23147216178694e-07,7.16289335826333e-08,23.19324505853
chr2,178407186,178408185,*,4.83436912667407e-45,3.66199728319897e-45,40.0410291156155
chr2,180986036,180987035,*,3.62917152697245e-16,1.15901532522958e-16,67.1481942714819
chr2,181492707,181493706,*,5.19467373031002e-88,1.06994596365527e-87,58.6373362097929
chr3,6619944,6620943,*,1.18756700494216e-07,2.70430591701994e-08,19.6316575410652
chr3,10196784,10197783,*,3.61914628224362e-31,1.94556316034708e-31,35.5219097973244
chr3,10300684,10301683,*,1.45845937259208e-125,6.85525011494459e-125,75.0720114604385
chr3,17947911,17948910,*,6.92813442251837e-05,1.38648254929054e-05,12.0582379293181
chr3,19186828,19187827,*,1.5323253939559e-45,1.18521251542904e-45,38.5018175523628
chr3,19508096,19509095,*,9.18020788908518e-11,2.41442274641853e-11,46.2212643678161
chr3,26637121,26638120,*,6.02097661863514e-32,3.29469873888106e-32,46.2901322001889
chr3,28892118,28893117,*,0.0224848288853992,0.00390318597540007,42.9487179487179
chr3,30644008,30645007,*,0.000204092041755178,3.98007992023745e-05,26.3440860215054
chr3,30647370,30648369,*,1.03198481082193e-48,8.75816514534061e-49,45.5668382250661
chr3,30745794,30746793,*,1.95544107223667e-57,2.12105340857995e-57,51.1635071090047
chr3,32491732,32492731,*,3.33090152233346e-48,2.7881186673727e-48,52.1183424380334
chr3,33843811,33844810,*,7.26188147981688e-23,2.95821829620015e-23,30.3598362421892
chr3,35936946,35937945,*,1.79080192388473e-19,6.44945988661864e-20,38.2238126219909
chr3,37063028,37064027,*,1.70630279731893e-73,2.79274739950792e-73,66.8696898844403
chr3,40708356,40709355,*,6.75696894914635e-97,1.8215310827259e-96,45.7215033149613
chr3,40743996,40744995,*,6.07385621263943e-19,2.14945482912094e-19,30.6754438829911
chr3,40902044,40903043,*,7.99092167536144e-20,2.94736594444362e-20,37.687535250987
chr3,48608603,48609602,*,3.33345424608452e-93,7.54402390047908e-93,50.2690374740522
chr3,55181529,55182528,*,5.8083649547688e-166,8.19038128975478e-165,71.3779120723936
chr3,64844244,64845243,*,8.2240496393545e-09,1.95281903039469e-09,44.9795547478419
chr3,64844266,64845265,*,8.2240496393545e-09,1.95281903039469e-09,44.9795547478419
chr3,65665729,65666728,*,9.00232289815312e-99,2.66168387024573e-98,36.314904221298
chr3,75164535,75165534,*,1.41671071616942e-20,5.34365591658199e-21,30.6044645096564
chr3,79852274,79853273,*,2.52180178193369e-10,6.4926879381643e-11,56.6666666666667
chr3,83573623,83574622,*,0.00269145505550435,0.000495858345741769,24.4588744588745
chr3,86001992,86002991,*,6.8283299584677e-116,2.72113597027386e-115,82.679198512704
chr3,88077805,88078804,*,4.32800954154085e-13,1.21871118496615e-13,62.7232142857143
chr3,89364754,89365753,*,3.39505799357926e-139,1.88593549028088e-138,76.2688797566313
chr3,90103633,90104632,*,9.57251995203755e-68,1.2902710345334e-67,63.9066629572959
chr3,90243013,90244012,*,4.22963829587046e-16,1.34375778221482e-16,13.9389907352651
chr3,92142245,92143244,*,0.00037053158169137,7.11984323797193e-05,33.8557993730408
chr3,92588498,92589497,*,6.69855267636277e-08,1.53876273981205e-08,52.262443438914
chr3,95241099,95242098,*,1.60170259463724e-58,1.79020033575477e-58,66.4893617021277
chr3,95559178,95560177,*,3.8043054729776e-322,6.97373659104919e-320,79.2240453576814
chr3,96831597,96832596,*,1.37801802400754e-53,1.3088538807604e-53,64.4581319195384
chr3,96925521,96926520,*,1.45992161400199e-46,1.1686585263512e-46,57.9766536964981
chr3,98160131,98161130,*,2.41953045478302e-63,2.97672284546147e-63,55.402463629606
chr3,99884907,99885906,*,4.66278028754515e-61,5.44426022379009e-61,63.2551420374187
chr3,102935601,102936600,*,1.76093911436224e-53,1.66393434590471e-53,48.1919577245962
chr3,104780557,104781556,*,8.95403924155395e-19,3.15046635560443e-19,11.1486697965571
chr3,107554574,107555573,*,3.02475739440251e-21,1.16978428149888e-21,41.3280776228017
chr3,107895322,107896321,*,1.41759611112417e-33,8.0703100020959e-34,25.0022537315355
chr3,108739159,108740158,*,3.19361602815635e-63,3.87703148564997e-63,60.4976732413014
chr3,124425541,124426540,*,2.44767162337947e-05,4.96338882420339e-06,29.6536796536797
chr3,124580602,124581601,*,3.87650745627471e-09,9.3134301489963e-10,39.5084869311673
chr3,125403577,125404576,*,2.77334969232925e-44,2.06663177368774e-44,58.5111642086183
chr3,127545234,127546233,*,2.21280491782346e-15,6.76060330785522e-16,30.5047703105956
chr3,138193326,138194325,*,5.57564086704692e-71,8.44700980508953e-71,60.6899339711629
chr3,141211856,141212855,*,4.87068757737801e-20,1.81107706177917e-20,46.1038961038961
chr3,153843710,153844709,*,1.02799519278117e-57,1.12169653430692e-57,47.9255610290093
chr3,153905639,153906638,*,6.88575700961933e-194,1.80321382699237e-192,62.7786312891235
chr4,14795561,14796560,*,0.000290901075379831,5.64296159050096e-05,31.7398119122257
chr4,25242377,25243376,*,2.46928665051643e-09,5.9874691536492e-10,31.5371762740184
chr4,32602261,32603260,*,5.41111658734203e-15,1.62345126927347e-15,36.5007898894155
chr4,34049692,34050691,*,7.49856170336072e-54,7.23465697993568e-54,54.9793099470854
chr4,34755764,34756763,*,1.56310223861826e-08,3.68299699130693e-09,23.111954459203
chr4,39449796,39450795,*,3.58013959196899e-16,1.14535183096327e-16,56.8498942917548
chr4,41047640,41048639,*,2.13639118088223e-26,9.86469917071232e-27,60.3401123763115
chr4,41516834,41517833,*,1.01539423683194e-10,2.65907281529956e-11,35.063829787234
chr4,42969105,42970104,*,2.88083776435159e-07,6.42451814341131e-08,36.166050858509
chr4,43653095,43654094,*,1.25632641062354e-63,1.57740498823828e-63,46.9090165182309
chr4,43982984,43983983,*,2.52935857641543e-105,8.27972572957922e-105,66.9559343934922
chr4,49681525,49682524,*,5.23937473312878e-35,3.11833178069071e-35,40.8889617844842
chr4,51216179,51217178,*,9.54268721435508e-05,1.89171936911343e-05,36.6521884396926
chr4,52814105,52815104,*,1.55852045235453e-05,3.18858553947172e-06,31.7343992893626
chr4,52988773,52989772,*,9.28588983524542e-69,1.35097265295842e-68,73.2354048964218
chr4,56740944,56741943,*,1.064447840601e-20,4.02324261402206e-21,23.1133209157003
chr4,56742914,56743913,*,6.44314760765927e-06,1.34523184905778e-06,10.5286738351255
chr4,56894799,56895798,*,1.32115602991505e-62,1.57263148569449e-62,82.1337737407102
chr4,58008625,58009624,*,2.60850335694132e-12,7.19057020152973e-13,25.7275132275132
chr4,62230548,62231547,*,7.0934268084692e-60,8.07651105590683e-60,45.8125752480591
chr4,63256352,63257351,*,1.6529599100466e-15,5.10116594353054e-16,23.3796296296296
chr4,63604762,63605761,*,0.000248551689557858,4.84195414516687e-05,43.2849364791289
chr4,88910163,88911162,*,2.21474959577901e-23,9.24812490835402e-24,35.6670637284098
chr4,100478350,100479349,*,1.18965214906249e-19,4.30985890549488e-20,49.6940024479804
chr4,103290364,103291363,*,1.20543492473613e-17,4.10728718675815e-18,41.7712647339917
chr4,107683731,107684730,*,3.39587128964058e-97,9.5770430713904e-97,55.525284860424
chr4,109530798,109531797,*,6.87155225091253e-11,1.81505152751667e-11,34.0686274509804
chr4,111719485,111720484,*,2.03503048712624e-13,5.87476867579209e-14,21.5240428137814
chr4,117765149,117766148,*,1.80065679314691e-44,1.35280342283615e-44,70.0031426775613
chr4,117872058,117873057,*,4.71577982759951e-26,2.14507287042324e-26,41.1859278855289
chr4,120531732,120532731,*,7.70369109739818e-15,2.30373203545375e-15,33.3577891905111
chr4,121108727,121109726,*,4.07233173020679e-14,1.19825342088287e-14,29.2104371399525
chr4,123115767,123116766,*,1.91253083856878e-23,8.02270061215036e-24,23.1091669470749
chr4,123323135,123324134,*,3.21263258408951e-39,2.11840913218721e-39,29.182181020632
chr4,124743282,124744281,*,3.36359996462105e-35,2.0084431335486e-35,37.3739779312535
chr4,125065204,125066203,*,5.45758389807329e-09,1.30266509604159e-09,13.7511924134448
chr4,126325189,126326188,*,1.48195986058922e-31,8.03735806286928e-32,29.3197219556176
chr4,127970452,127971451,*,2.07434395071432e-13,5.97884410418072e-14,40.4027520098949
chr4,128260458,128261457,*,1.53073012620298e-10,3.99719277250161e-11,26.7469204927212
chr4,129490523,129491522,*,4.05996160805858e-65,5.24115686890361e-65,43.5381488384806
chr4,132732047,132733046,*,6.44241047486221e-26,2.88747784193523e-26,26.0859578069274
chr4,133352982,133353981,*,4.50935557909501e-147,3.06157070891942e-146,80.2182225738397
chr4,134226884,134227883,*,1.85369535839598e-31,1.00237964792974e-31,53.5254413291796
chr4,135626156,135627155,*,5.58491199384703e-156,4.26578210708484e-155,59.468804271382
chr4,137452785,137453784,*,1.35340669337933e-47,1.12261185024215e-47,59.7371681993087
chr4,138635385,138636384,*,8.47960397003118e-16,2.65713291631055e-16,55.0198525241066
chr4,138724293,138725292,*,4.27345998340149e-79,7.75625080295731e-79,61.1980796172524
chr4,138736668,138737667,*,2.39710098346289e-20,8.9494926141012e-21,41.3877118644068
chr4,138913446,138914445,*,4.20360984585265e-47,3.40963222859273e-47,24.5593945453277
chr4,141087834,141088833,*,4.59178497067296e-14,1.34677517006501e-14,57.0588235294118
chr4,141613527,141614526,*,3.24609372451728e-33,1.81972967944088e-33,42.574975083809
chr4,142014583,142015582,*,7.17214930165481e-06,1.49233728346383e-06,10.9656341962193
chr4,143393929,143394928,*,3.5230377292136e-94,8.49761944574274e-94,58.1467988413186
chr4,148129885,148130884,*,1.15487919618875e-30,6.04870062119293e-31,22.2143167545736
chr4,152038069,152039068,*,4.02539085171147e-47,3.2795866746065e-47,59.2674889370116
chr4,154042178,154043177,*,8.97930662640666e-56,9.45991272820318e-56,46.1595651693408
chr4,154667368,154668367,*,4.33986515270547e-48,3.61615577554172e-48,43.0940838495377
chr4,154836960,154837959,*,9.71714514407362e-13,2.71536631674439e-13,55.3763440860215
chr4,154869086,154870085,*,7.43824567696391e-20,2.74904860185608e-20,47.2386587771203
chr4,156058915,156059914,*,7.20334963482497e-37,4.49138971939818e-37,39.2886818857693
chr5,3571067,3572066,*,1.67387154395427e-09,4.07493538032142e-10,19.4830934315629
chr5,11917544,11918543,*,0.0127669921723401,0.00226121479474579,24.4306418219462
chr5,15618565,15619564,*,3.69081699790677e-08,8.53184389646935e-09,33.5577327643205
chr5,15713772,15714771,*,9.45286074752954e-06,1.94919404217843e-06,26.359649122807
chr5,24644954,24645953,*,1.30957910395221e-13,3.79246518558807e-14,38.0454620872739
chr5,25180961,25181960,*,2.52595322123969e-11,6.78944860023368e-12,34.1772151898734
chr5,25515568,25516567,*,4.83141533339011e-44,3.5712172316049e-44,52.0196708263453
chr5,26492815,26493814,*,1.25692333883772e-07,2.85869172534614e-08,35.0617283950617
chr5,30545337,30546336,*,3.45480676471198e-08,7.9963566429437e-09,43.2203389830508
chr5,31105786,31106785,*,1.79323115268971e-37,1.13352695782002e-37,59.3922788309637
chr5,31485241,31486240,*,1.64236968510628e-38,1.06761677216522e-38,57.374887623614
chr5,61808317,61809316,*,3.75243205659187e-10,9.56703853037034e-11,25.0092489826119
chr5,71547706,71548705,*,1.23419187775494e-22,5.00538888832946e-23,35.0204451103412
chr5,76330657,76331656,*,4.6523524114621e-120,1.98334253143561e-119,85.3489144548117
chr5,77003556,77004555,*,6.90714876310894e-16,2.17182001408425e-16,21.6257050765512
chr5,77210972,77211971,*,1.02377254565366e-30,5.37739114888788e-31,43.9496238322264
chr5,87849860,87850859,*,8.3681459377225e-31,4.44635082646136e-31,36.9380831212892
chr5,92674772,92675771,*,6.18423719297031e-22,2.45379195806605e-22,34.8447891890254
chr5,97391880,97392879,*,1.75078297102232e-61,2.05731736325519e-61,50.614435386009
chr5,97456522,97457521,*,1.56451644294105e-16,5.07604262206029e-17,26.3058688702576
chr5,106925822,106926821,*,0.000366298018329342,7.05328116951117e-05,36.5925925925926
chr5,107330660,107331659,*,7.99930457649543e-91,1.76671996415041e-90,52.3845485330696
chr5,107431050,107432049,*,3.3665381954115e-31,1.81509017142982e-31,47.134301625948
chr5,107534210,107535209,*,3.40700143176842e-106,1.1355420015378e-105,69.7780596068485
chr5,113356795,113357794,*,2.19355661452447e-68,3.0931363978547e-68,78.0306508384163
chr5,113724273,113725272,*,1.94916091363557e-19,7.00601550022941e-20,28.2121340067231
chr5,114853165,114854164,*,1.33190887768591e-35,8.05796656740472e-36,52.212389380531
chr5,116288486,116289485,*,1.58902943952849e-95,3.93635084200968e-95,52.535684000166
chr5,121502936,121503935,*,1.15076357947321e-96,3.03352680415189e-96,66.5892033530549
chr5,122140324,122141323,*,4.17856195351752e-05,8.42668070500781e-06,22.5030365318135
chr5,123046517,123047516,*,1.93168943948132e-63,2.40887101956346e-63,54.8897819997564
chr5,123488806,123489805,*,9.14584337764156e-29,4.50686340874983e-29,42.5307280176489
chr5,123488990,123489989,*,7.94705258938225e-33,4.44146065509082e-33,43.3225552050473
chr5,128702025,128703024,*,9.17275997918611e-59,1.03795515714097e-58,62.6526251526251
chr5,135000851,135001850,*,1.59228118183213e-39,1.06527755245482e-39,30.13950853339
chr5,135979600,135980599,*,1.91445890865281e-178,3.50945457315467e-177,82.5137254901961
chr5,136692647,136693646,*,3.62903193418374e-15,1.09777096945639e-15,35.9221528462409
chr5,137787299,137788298,*,3.42719381888368e-17,1.14435269682436e-17,13.2769840676191
chr5,138020762,138021761,*,2.92215645007982e-05,5.91900164697233e-06,27.6672694394213
chr5,138020930,138021929,*,8.1872953562785e-05,1.63134646602703e-05,33.003003003003
chr5,138564213,138565212,*,6.64886566507857e-13,1.86080058739834e-13,54.3781480046494
chr5,140701879,140702878,*,1.99099999751733e-17,6.74632983344434e-18,13.7719940714768
chr5,142529577,142530576,*,4.34265571456328e-159,3.98032908625729e-158,59.8382191423533
chr5,143897186,143898185,*,1.21063118693323e-65,1.58517566958617e-65,51.8236753175409
chr5,145032255,145033254,*,2.36014732274216e-14,6.96692425269191e-15,57.3501872659176
chr5,145042491,145043490,*,8.15606613092422e-26,3.63774701133015e-26,48.131433868371
chr5,146184805,146185804,*,4.46107103650722e-24,1.91515901806195e-24,37.0552549598295
chr5,146501900,146502899,*,2.71853723716431e-08,6.33219280223555e-09,41.0934458144062
chr6,18108562,18109561,*,9.54688218301815e-98,2.77788709086762e-97,57.2138627434994
chr6,18865819,18866818,*,4.95420679014051e-11,1.31810037717479e-11,26.8260869565217
chr6,23649806,23650805,*,1.95071648434159e-10,5.06504174290084e-11,18.5486471433178
chr6,23654637,23655636,*,6.73709679445501e-06,1.40340716971728e-06,22.3777528928705
chr6,24514568,24515567,*,2.83401280801605e-12,7.80047690719132e-13,33.1588269000365
chr6,24732746,24733745,*,2.25291633819441e-06,4.79105740766741e-07,34.1055341055341
chr6,28427290,28428289,*,1.7531214991389e-23,7.38782049608099e-24,58.1567859474215
chr6,29022120,29023119,*,1.71558398928576e-42,1.20957335810248e-42,69.7197630300206
chr6,30165493,30166492,*,5.53552490327155e-55,5.66890728201411e-55,78.0460889321649
chr6,30169052,30170051,*,9.94077059255136e-115,3.796403718721e-114,80.2205678726766
chr6,30610511,30611510,*,5.14846965637509e-16,1.62440980065535e-16,34.0978163708339
chr6,30915074,30916073,*,6.22968922573132e-16,1.96217154480496e-16,43.4788802621269
chr6,32049747,32050746,*,1.31074713092793e-15,4.06560339983252e-16,37.7715617715618
chr6,34919664,34920663,*,2.00960819793818e-33,1.14051879714113e-33,54.7085825566838
chr6,40519009,40520008,*,1.71071804782871e-05,3.49606557571202e-06,29.7802711547452
chr6,43309055,43310054,*,5.52111463434408e-86,1.0882718408176e-85,67.0820552147239
chr6,49395105,49396104,*,2.18798389229337e-125,1.00271544639748e-124,58.839624267494
chr6,53978172,53979171,*,1.34965133295856e-22,5.44953330452807e-23,37.2441739889756
chr6,65952110,65953109,*,1.53031368665776e-12,4.25685271308917e-13,16.1806777575057
chr6,83762145,83763144,*,2.13993796315137e-39,1.42646810487681e-39,29.773166023166
chr6,85125626,85126625,*,2.07538240510692e-72,3.30821606393327e-72,34.1988107468634
chr6,86015672,86016671,*,6.50854465277509e-40,4.40258930107579e-40,52.0466796180261
chr6,88221769,88222768,*,1.03467942404272e-53,9.93038351447839e-54,49.8589845528621
chr6,88950184,88951183,*,3.90676276764535e-12,1.07209717999195e-12,51.112140871177
chr6,90300720,90301719,*,1.66069423804866e-06,3.5605504202383e-07,27.1700776287932
chr6,91902310,91903309,*,9.77408896823945e-16,3.05233194974634e-16,36.9830107227406
chr6,96165744,96166743,*,4.99401255704118e-55,5.14307909914784e-55,49.322829547294
chr6,103510087,103511086,*,1.75334393301248e-05,3.57918671079508e-06,16.6663517318267
chr6,112210209,112211208,*,2.93580434355604e-19,1.04906722639366e-19,50.075
chr6,116506017,116507016,*,1.47126547304517e-28,7.17293300151075e-29,38.737518189573
chr6,122498262,122499261,*,1.30899892568214e-40,8.98714202068608e-41,60.5579399141631
chr6,122625911,122626910,*,2.29758307777242e-74,3.79438872467138e-74,86.2665191826279
chr6,124356570,124357569,*,2.97642173616336e-16,9.57223137832583e-17,45.7563400025487
chr6,125049190,125050189,*,9.00634273216025e-52,8.29638637141486e-52,53.1389907859392
chr6,125285543,125286542,*,1.19760550985211e-51,1.09768408044425e-51,62.4743677375256
chr6,126852599,126853598,*,1.22347644733656e-09,2.98640877029468e-10,53.525641025641
chr6,126921340,126922339,*,5.99785307558418e-27,2.81198268143588e-27,43.6712752037583
chr6,134395819,134396818,*,1.11654354074461e-18,3.89119948101415e-19,56.7722165474974
chr6,135253852,135254851,*,3.18683839477033e-07,7.0725099895189e-08,36.245572609209
chr6,135309906,135310905,*,1.62858218577948e-38,1.06242170845558e-38,35.359219269103
chr6,136923333,136924332,*,1.75222647794691e-15,5.38033705933378e-16,25.707382139421
chr6,138658045,138659044,*,1.43248100822939e-42,1.01780069443845e-42,55.2006436405211
chr6,140040753,140041752,*,1.52112880000627e-07,3.44675999332181e-08,27.3409751372296
chr6,140040958,140041957,*,4.03810768854446e-10,1.02526061629739e-10,24.391353811149
chr6,144781478,144782477,*,1.70273912517623e-06,3.64643038370838e-07,19.1938997821351
chr6,145615258,145616257,*,2.89651195132757e-67,3.84759909915771e-67,54.6063810900606
chr6,146953923,146954922,*,0.00542446964981197,0.000983557385974358,34.9090909090909
chr6,147475329,147476328,*,5.36674661083576e-14,1.56905123795285e-14,22.4003887269193
chr7,3168704,3169703,*,5.86609851131739e-22,2.33768018848019e-22,83.7444655281467
chr7,3220274,3221273,*,6.61865850004995e-68,9.05438070698827e-68,77.5819104753115
