chr,start,end,KO_A_96EpiLC,KO_A_esc,KO_B_96EpiLC,KO_B_esc,WT_A_96EpiLC,WT_A_esc,WT_B_96EpiLC,WT_B_esc
chr1,72700080,72701079,92.156862745098,44.7204968944099,94.4099378881988,56.0846560846561,93.9130434782609,37.7483443708609,88.4353741496599,43.0939226519337
chr1,73015410,73016409,93.2773109243697,80.9302325581395,90.9574468085106,86.4516129032258,95,62.7659574468085,97.4747474747475,57.4468085106383
chr1,74600946,74601945,13.1016042780749,2.17391304347826,9.70873786407767,3.79746835443038,6.75324675324675,2.21606648199446,12.8888888888889,2.71739130434783
chr1,79775644,79776643,6.68523676880223,1.28205128205128,5.62130177514793,4.21052631578947,5,5.98290598290598,9.42408376963351,5.24475524475525
chr1,84839342,84840341,3.82775119617225,0.995024875621891,2.14067278287462,3.00546448087432,2.55102040816327,2.23463687150838,3.05343511450382,1.68350168350168
chr1,86016317,86017316,95.3125,66.0377358490566,93.6708860759494,59.2592592592593,91.358024691358,36.4341085271318,90.625,36.6834170854271
chr1,86425729,86426728,96.6666666666667,80.8743169398907,96.8911917098446,90.2061855670103,89.7590361445783,52,94.2857142857143,56.3025210084034
chr1,88205283,88206282,10.8455882352941,14.3712574850299,20.3252032520325,7.74410774410774,17.5572519083969,3.46666666666667,22.6720647773279,5.95009596928983
chr1,88277162,88278161,18.4542586750789,17.3202614379085,24.8322147651007,13.4674922600619,16.8115942028986,7.0840197693575,21.5929203539823,6.625
chr1,91144590,91145589,58.8,36.4583333333333,80.3636363636364,30.7377049180328,78.9473684210526,37.9310344827586,54.0540540540541,16.2790697674419
chr1,91405530,91406529,76.3440860215054,69.6078431372549,83.0564784053156,59.7883597883598,72.5190839694657,24.390243902439,70.9923664122137,31.981981981982
chr1,92902407,92903406,23.4042553191489,10.3321033210332,27.8523489932886,6.91489361702128,18.9516129032258,4.88599348534202,24.5508982035928,4.94505494505495
chr1,96997078,96998077,97.7443609022556,86.7088607594937,96.6887417218543,84.375,87.9120879120879,58.8235294117647,94.7368421052632,64.3478260869565
chr1,97127802,97128801,93.1818181818182,88.5906040268456,97.1428571428571,83,92.9577464788732,64.5454545454545,98.3333333333333,64.9122807017544
chr1,98420625,98421624,90.4761904761905,73.728813559322,88.034188034188,75.2808988764045,95.8333333333333,52.2727272727273,88.3116883116883,51.9083969465649
chr1,99772266,99773265,19.6078431372549,17.1428571428571,48.75,12.9251700680272,16.2790697674419,25,24.5283018867925,5.26315789473684
chr1,131137841,131138840,3.96825396825397,3.45528455284553,3.51170568561873,2.53807106598985,5.06329113924051,1.59010600706714,4.82233502538071,3.2258064516129
chr1,132190932,132191931,3.04182509505703,2.47933884297521,1.63398692810458,3.16455696202532,1.79640718562874,2.72373540856031,4.375,1.15606936416185
chr1,152750052,152751051,92.6315789473684,61.1111111111111,93.7931034482759,37.1069182389937,92.2619047619048,26.0355029585799,89.6774193548387,36.4864864864865
chr1,155557621,155558620,27.6041666666667,14.1592920353982,8.75331564986737,18.4615384615385,14.1552511415525,4.60251046025105,38.961038961039,5.05952380952381
chr1,162217315,162218314,93.9393939393939,64.8148148148148,93.4883720930233,56.8181818181818,95.4802259887006,35.3658536585366,96.039603960396,39.0070921985816
chr1,165484684,165485683,92.1052631578947,74.2647058823529,96.875,76.1194029850746,89.6,58.7719298245614,93.7984496124031,48.4615384615385
chr1,166238248,166239247,53.6312849162011,36.2068965517241,56.9078947368421,26.1603375527426,70.8108108108108,26.2096774193548,59.6638655462185,34.4497607655502
chr1,167466281,167467280,91.8367346938775,65.8730158730159,88.1118881118881,65.3409090909091,90.2173913043478,41.9117647058824,91.3385826771653,29.8507462686567
chr1,172257915,172258914,92.5287356321839,76.4705882352941,96.2406015037594,76.4705882352941,89.622641509434,45.5223880597015,86.2745098039216,35.5769230769231
chr1,175698094,175699093,95.9183673469388,68.4210526315789,92.4242424242424,67.0588235294118,91.8918918918919,31.7757009345794,94.2857142857143,63.8888888888889
chr1,179667711,179668710,2.16606498194946,4,4.13385826771654,4.14634146341463,2.92207792207792,2.03562340966921,3.0060120240481,3.05084745762712
chr1,184033802,184034801,2.56410256410256,2.12765957446809,5.6140350877193,9.09090909090909,1.8348623853211,1.03092783505155,1.20481927710843,4.30379746835443
chr1,186966917,186967916,11.090573012939,4.0590405904059,24.024024024024,2.80898876404494,75.4527162977867,4.92505353319058,76.7032967032967,7.01298701298701
chr1,187214966,187215965,4.1958041958042,0,1.96078431372549,2.57731958762887,3.06748466257669,5.6140350877193,3.2258064516129,2.78330019880716
chr1,188261524,188262523,91.3793103448276,61.0169491525424,95.6989247311828,84.0579710144928,87.3417721518987,67.2727272727273,94.5205479452055,56.4356435643564
chr1,191907028,191908027,5.41353383458647,2.90791599353796,3.37078651685393,2.91005291005291,6.86274509803922,2.29612034837688,4.96,2.87671232876712
chr1,191976871,191977870,87.719298245614,73.469387755102,90.3614457831325,58.5365853658537,82.6086956521739,24.4186046511628,84.0579710144928,44.4444444444444
chr2,3422149,3423148,96.1904761904762,86.2944162436548,94.5121951219512,81.2182741116751,90.9871244635193,63.855421686747,89.9441340782123,59.8173515981735
chr2,10476651,10477650,87.012987012987,75.9259259259259,92.0634920634921,63.75,93.3333333333333,51.7647058823529,88.6792452830189,54.6666666666667
chr2,10517105,10518104,94.8148148148148,75,90.8163265306122,83.5616438356164,90.1098901098901,58.4615384615385,92,63.2911392405063
chr2,10517656,10518655,92.3076923076923,69.6428571428571,82.8571428571429,68.5185185185185,92,52.3809523809524,92.5373134328358,29.1666666666667
chr2,18693533,18694532,7.00636942675159,9.09090909090909,6.75675675675676,4,3.33333333333333,0.625,4.93827160493827,1.75438596491228
chr2,19198803,19199802,15.6521739130435,4.28571428571429,17.9401993355482,2.08333333333333,21.9827586206897,3.92156862745098,42.2413793103448,3.05343511450382
chr2,19553415,19554414,15.625,4.84848484848485,12.093023255814,3.55555555555556,18.1818181818182,3.90070921985816,15.6133828996283,4.57142857142857
chr2,21204866,21205865,13.4969325153374,5.31914893617021,9.58333333333333,4.19847328244275,14.4,3.77358490566038,14.7887323943662,0.826446280991736
chr2,25262119,25263118,6.09243697478992,3.32278481012658,4.04312668463612,2.55813953488372,4.85611510791367,2.58899676375405,5.11627906976744,4.04157043879908
chr2,25287646,25288645,92.8571428571429,77.7777777777778,94.2307692307692,85.7142857142857,96.1538461538462,66.2337662337662,90.3846153846154,61.0169491525424
chr2,25815349,25816348,88.8888888888889,51.7241379310345,85.4166666666667,54.7619047619048,81.25,15.3846153846154,100,38
chr2,28699665,28700664,8.23529411764706,2.76243093922652,16.0194174757282,8.1447963800905,10.9704641350211,4.11311053984576,15.3846153846154,4.49826989619377
chr2,29123682,29124681,65.9340659340659,33.7579617834395,50.9677419354839,26.6666666666667,61.2903225806452,20.1086956521739,50.3875968992248,12.258064516129
chr2,29758813,29759812,79.1666666666667,58.5365853658537,82.8571428571429,50,70.8333333333333,20,52.3809523809524,33.3333333333333
chr2,29888722,29889721,7.78210116731517,3.64372469635628,6.66666666666667,5.99078341013825,25.7627118644068,1.64609053497942,25,1.21212121212121
chr2,30803162,30804161,100,42.1052631578947,84.6153846153846,37.8378378378378,93.0232558139535,11.3636363636364,94.2857142857143,9.67741935483871
chr2,32317961,32318960,39.8230088495575,37.5,48.2758620689655,33.0935251798561,37.5,11.9402985074627,39.0625,16.3461538461538
chr2,32775134,32776133,3.45489443378119,3.43137254901961,2.50569476082005,2.30263157894737,3.36538461538462,4.47227191413238,3.7199124726477,4.33212996389892
chr2,34799413,34800412,20.7792207792208,4.04040404040404,12.7450980392157,5.54089709762533,13.9841688654354,3.31588132635253,14.9659863945578,3.94431554524362
chr2,35396676,35397675,82.9545454545455,53.3333333333333,88.0239520958084,46.0992907801418,83.5294117647059,26.0869565217391,82.8358208955224,31.2101910828025
chr2,36048959,36049958,7.07070707070707,2.54237288135593,8.64197530864197,2.97619047619048,7.07070707070707,2.34192037470726,14.1414141414141,2.42424242424242
chr2,38853331,38854330,89.6103896103896,31.1475409836066,88.6792452830189,26.4705882352941,93.75,14.8648648648649,88.8888888888889,6.25
chr2,38927189,38928188,54.639175257732,45.6140350877193,72.0588235294118,31.9148936170213,56.9444444444444,10.1851851851852,75.5555555555556,22.2222222222222
chr2,38996977,38997976,61.2903225806452,16.6666666666667,63.2352941176471,23.5955056179775,65.7051282051282,18.2572614107884,67.1794871794872,14.2857142857143
chr2,68581914,68582913,95.2941176470588,83.75,91.0891089108911,76.7857142857143,87.0967741935484,60.5263157894737,80,53.3333333333333
chr2,68655987,68656986,89.5652173913043,74.3589743589744,85,77.3913043478261,93.5294117647059,72.6708074534161,89.6969696969697,74.5283018867924
chr2,69789124,69790123,6.11246943765281,3.23624595469256,4.51713395638629,4.0983606557377,5.26315789473684,3.76766091051805,8.57142857142857,3.17796610169492
chr2,74725571,74726570,83.0645161290323,57.3604060913706,84.8484848484848,47.1074380165289,65.625,26.0416666666667,72.316384180791,20.4347826086957
chr2,75977671,75978670,37.5,8.41584158415842,30.7377049180328,9.67741935483871,46.2857142857143,6.55021834061135,32.1428571428571,6.63900414937759
chr2,76359951,76360950,37.8151260504202,39.622641509434,50.4901960784314,35.1351351351351,69.5652173913043,10.4712041884817,64.7368421052632,13.986013986014
chr2,79707281,79708280,90.1515151515152,77.4436090225564,91.0891089108911,67.9012345679012,90,36.4406779661017,94.4954128440367,47.4820143884892
chr2,83940729,83941728,17.2413793103448,20.6185567010309,25.6410256410256,10.2189781021898,57.5757575757576,6.08108108108108,23.2704402515723,7.47126436781609
chr2,84740679,84741678,78.0487804878049,3.2520325203252,77.0700636942675,5.08474576271186,66.3461538461538,2.41935483870968,60.9523809523809,3.73831775700935
chr2,85036963,85037962,3.13588850174216,3.17460317460317,3.24909747292419,1.39211136890951,2.43407707910751,2.64227642276423,4.28571428571429,2.9126213592233
chr2,90782228,90783227,13.4831460674157,5.19480519480519,10.5691056910569,4.16666666666667,14.4144144144144,4.54545454545455,21.3483146067416,12.5
chr2,92191478,92192477,79.1044776119403,51.4285714285714,77.4509803921569,37.6623376623377,88.75,38.8888888888889,81.4814814814815,48.0519480519481
chr2,92382039,92383038,94.6236559139785,75,92.7272727272727,62.5,94.7368421052632,56.25,92.5925925925926,56.0606060606061
chr2,94240954,94241953,3.02325581395349,2.77008310249307,4.76190476190476,3.04878048780488,4.15430267062315,1.05633802816901,3.96270396270396,2.85204991087344
chr2,104122270,104123269,3.06748466257669,3.6144578313253,4.31654676258993,2.17391304347826,5.90717299578059,5.55555555555556,9.56521739130435,2.8322440087146
chr2,104428441,104429440,89.6907216494845,68,97.2222222222222,66.6666666666667,89.7058823529412,57.1428571428571,92.2077922077922,45.4545454545455
chr2,112492465,112493464,6.70731707317073,7.40740740740741,8.03858520900322,4.06976744186047,10.1796407185629,3.45911949685535,1.92307692307692,3.07167235494881
chr2,113285233,113286232,92,83.3333333333333,89.4736842105263,73.9130434782609,88.0952380952381,65.7894736842105,92,66.6666666666667
chr2,113327237,113328236,7.2289156626506,4.80769230769231,5.42635658914729,7.47126436781609,5.05836575875486,2.76923076923077,5.55555555555556,2.82776349614396
chr2,116878192,116879191,92.1259842519685,84.251968503937,94.9275362318841,78.9473684210526,93.7984496124031,57.1428571428571,97,63.0434782608696
chr2,117184628,117185627,96.8421052631579,84.4155844155844,95.3846153846154,84.9315068493151,93.1818181818182,60.377358490566,93.5897435897436,63.6363636363636
chr2,118256467,118257466,30.4347826086957,6.81818181818182,25,11.5942028985507,26.0869565217391,5.71428571428571,13.7142857142857,5.99250936329588
chr2,120609021,120610020,2.71186440677966,4.43786982248521,3.96039603960396,4.02684563758389,2.99065420560748,2.51937984496124,4.23162583518931,5.43478260869565
chr2,121413293,121414292,3.33333333333333,6.25,2.09059233449477,2.53968253968254,3.44827586206897,2.24525043177893,2.68096514745308,3.54609929078014
chr2,121955593,121956592,5.90551181102362,4.08163265306122,3.41880341880342,4.58015267175572,6,2.38095238095238,3.82513661202186,4.13533834586466
chr2,122160201,122161200,89.1891891891892,60.7142857142857,89.2857142857143,55.7377049180328,78.7878787878788,25.5813953488372,79.4520547945205,20
chr2,122185690,122186689,74.2857142857143,46.2962962962963,70.3448275862069,53.1531531531532,86.9346733668342,29.4797687861272,89.2215568862275,28.4090909090909
chr2,122640304,122641303,91.5789473684211,80,92.9577464788732,79.4117647058823,86.6666666666667,44.6808510638298,86.2068965517241,39.4366197183099
chr2,126782971,126783970,82.9268292682927,71.9298245614035,93.6507936507936,60.4166666666667,96.969696969697,46.6019417475728,82.6086956521739,37.037037037037
chr2,127424700,127425699,70.6896551724138,32.824427480916,58.3710407239819,34,81.5476190476191,23.6749116607774,83.8842975206612,16.0869565217391
chr2,127788398,127789397,24.5714285714286,5.15463917525773,15.5555555555556,1.92307692307692,18.9964157706093,2.51937984496124,20.8955223880597,5.30973451327434
chr2,129800018,129801017,2.33393177737882,2.67857142857143,3.22033898305085,3.125,3.17460317460317,3.08988764044944,3.36538461538462,2.41635687732342
chr2,130404760,130405759,90,66.6666666666667,91.0714285714286,82.2222222222222,84.0909090909091,54.7945205479452,96.6666666666667,51.9230769230769
chr2,131159582,131160581,5.12820512820513,2.30263157894737,4.02684563758389,1.67224080267559,2.66429840142096,4.80591497227357,2.0501138952164,2.75974025974026
chr2,131287553,131288552,100,48.3870967741936,100,45.9459459459459,91.304347826087,36.5384615384615,96.969696969697,37.2093023255814
chr2,132490135,132491134,92.0454545454545,79.8245614035088,91.8181818181818,75.7894736842105,96.7391304347826,55.7971014492754,90.4255319148936,50.5154639175258
chr2,140389207,140390206,71.4285714285714,64.6341463414634,80.7017543859649,48.9795918367347,83.0188679245283,30.1204819277108,76.1904761904762,33.8709677419355
chr2,144032560,144033559,90.9722222222222,89.5424836601307,94.8529411764706,83.5616438356164,90.3225806451613,54.2857142857143,95.1219512195122,61.0169491525424
chr2,144331647,144332646,1.30718954248366,4.08163265306122,1.21951219512195,3.77358490566038,8.57142857142857,2.66666666666667,7.18232044198895,5.21327014218009
chr2,148749859,148750858,86.046511627907,80.7692307692308,100,66.6666666666667,87.5,59.5744680851064,90.625,51.0204081632653
chr2,151475654,151476653,96.7213114754098,73.5294117647059,89.1566265060241,79.0697674418605,86.3095238095238,66.4670658682635,91.4285714285714,69.4444444444444
chr2,151743687,151744686,81.3953488372093,52.5423728813559,89.4117647058823,62.8571428571429,67.4157303370787,32.183908045977,80,28.4090909090909
chr2,151842428,151843427,42.7027027027027,17.5182481751825,30.8641975308642,24.6376811594203,34.7560975609756,14.6067415730337,26.2295081967213,6.57894736842105
chr2,151979720,151980719,13.9130434782609,5.17241379310345,8.85416666666667,4.62962962962963,9.46502057613169,1.96078431372549,11.2994350282486,3.49206349206349
chr2,152415088,152416087,34.453781512605,47.6744186046512,26.5734265734266,34.7826086956522,51.4705882352941,60.6060606060606,42.3076923076923,23.6559139784946
chr2,152572245,152573244,65.9192825112108,55.2795031055901,75.3303964757709,64.9484536082474,69.9588477366255,42.9184549356223,71.4285714285714,35.7798165137615
chr2,152961986,152962985,54.6052631578947,51.8151815181518,33.3333333333333,55.6701030927835,36.5248226950355,25.9162303664921,45.8781362007168,31.3793103448276
chr2,153779432,153780431,48.780487804878,21.1538461538462,50,7.04225352112676,76.9230769230769,35.3846153846154,74.6478873239437,27.2727272727273
chr2,153870585,153871584,93.6507936507936,85.0574712643678,88.8888888888889,75,73.7704918032787,51.8072289156626,76.3440860215054,54.4303797468354
chr2,154546586,154547585,94.7761194029851,84.6846846846847,91.0614525139665,80.5429864253394,95.2095808383233,64.4549763033175,95.4545454545455,59.504132231405
chr2,156064676,156065675,10.2040816326531,3.77358490566038,14.4144144144144,5.88235294117647,12.156862745098,2.7027027027027,15.7142857142857,4.21052631578947
chr2,158191509,158192508,85.7142857142857,13.6363636363636,100,40,89.1304347826087,23.8095238095238,88.3720930232558,21.7391304347826
chr2,158257595,158258594,74.5098039215686,57.5,92.2077922077922,46.5346534653465,82.6086956521739,18.4971098265896,88.5906040268456,26.1744966442953
chr2,163087356,163088355,91.2844036697248,5.76923076923077,89.7959183673469,5.26315789473684,87.6847290640394,3.58744394618834,92.2651933701657,7.51173708920188
chr2,164199631,164200630,92.2509225092251,79.9196787148594,93.0232558139535,81.1827956989247,93.0656934306569,68.5258964143426,93,72.6618705035971
chr2,164745432,164746431,6.0702875399361,2.46913580246914,4.91803278688525,4.6875,4.28571428571429,2.78422273781903,7.14285714285714,1.28440366972477
chr2,165090251,165091250,87.012987012987,71.4285714285714,92.3076923076923,83.3333333333333,96.6292134831461,53.8461538461538,95.3125,73.6842105263158
chr2,170601518,170602517,94.375,79.5918367346939,91.2037037037037,69.5431472081218,97.5609756097561,41.6666666666667,95.3367875647668,43.0278884462151
chr2,173522087,173523086,93.4108527131783,70.6827309236948,86.9257950530035,55.8011049723757,83.4532374100719,19.8653198653199,85.8921161825726,27.7372262773723
chr2,174267086,174268085,98.2456140350877,78.6516853932584,94.6428571428571,74.5454545454545,90.3508771929825,64.8351648351648,87.3417721518987,68.1818181818182
chr2,178407186,178408185,60.4060913705584,46.9387755102041,45.2205882352941,19.8910081743869,58.6402266288952,23.2876712328767,59.1160220994475,14.4262295081967
chr2,180642209,180643208,4.40414507772021,4.22535211267606,2.34741784037559,17.6470588235294,5.61797752808989,2.04678362573099,2.66666666666667,9.48275862068965
chr2,180986036,180987035,66.6666666666667,7.69230769230769,88.8888888888889,33.3333333333333,73.0769230769231,7.89473684210526,72.3404255319149,0
chr2,181492707,181493706,80.8080808080808,55.1020408163265,79.6178343949045,49.7584541062802,85.3479853479853,26.6447368421053,85.8490566037736,27.2401433691756
chr2,181679811,181680810,5.05952380952381,4.34782608695652,8.17204301075269,3.47826086956522,9.95260663507109,2.2140221402214,6.65658093797277,4.08719346049046
chr3,6619944,6620943,99.0654205607477,95.4545454545455,97.5609756097561,86.734693877551,90.4347826086957,70.7142857142857,90,70.4761904761905
chr3,10196784,10197783,94.0350877192982,85.8870967741936,95.6,89.2241379310345,96.25,54.9668874172185,92.3076923076923,61.214953271028
chr3,10300684,10301683,93.5185185185185,57.5471698113208,94.0740740740741,48.0392156862745,91.6299559471366,15.929203539823,94.3181818181818,19.3050193050193
chr3,14533289,14534288,12.0253164556962,6.2200956937799,11.1111111111111,3.72881355932203,12.2270742358079,4.01234567901235,8.76288659793815,7.69230769230769
chr3,17947911,17948910,97.1590909090909,90,98.1132075471698,83.0769230769231,95.4887218045113,92.5531914893617,96.7741935483871,78.1456953642384
chr3,19186828,19187827,16.1172161172161,1.82926829268293,20.5128205128205,5.5045871559633,38.562091503268,1.96850393700787,42.4242424242424,2.1978021978022
chr3,19508096,19509095,84.6153846153846,72.7272727272727,100,100,89.7959183673469,45.4545454545455,87.0967741935484,37.5
chr3,26637121,26638120,92.0634920634921,88.0952380952381,97.2972972972973,78,87.5,38.961038961039,85.9375,44.2622950819672
chr3,30644008,30645007,93.8775510204082,75.6756756756757,88.135593220339,64.8648648648649,86.6666666666667,72.7272727272727,85.4166666666667,52.5
chr3,30647370,30648369,34.7150259067358,2.7027027027027,32.4074074074074,2.55102040816327,45.2229299363057,1.51515151515152,52.5862068965517,5.34351145038168
chr3,30745794,30746793,90.2173913043478,62.4277456647399,93.2926829268293,52.6666666666667,92,37.10407239819,89.3333333333333,41.7910447761194
chr3,32491732,32492731,91.6666666666667,61.6883116883117,78.8135593220339,68.6131386861314,84.2767295597484,35.978835978836,88.2022471910112,32.4175824175824
chr3,33843811,33844810,59.6153846153846,16.40625,51.7985611510791,26.4044943820225,40.8450704225352,12.2270742358079,45.1388888888889,12.2065727699531
chr3,35936946,35937945,88.1818181818182,69.7247706422018,91.1504424778761,69.6969696969697,96.8085106382979,59.7701149425287,90.6779661016949,50.5747126436782
chr3,37063028,37064027,71.0526315789474,25,23.3449477351916,6.15384615384615,78.8235294117647,12.9496402877698,72.1804511278196,6.37254901960784
chr3,37312209,37313208,18.6991869918699,2.27272727272727,7.94392523364486,0,3.33333333333333,6.12244897959184,6.61764705882353,3.96825396825397
chr3,40708356,40709355,72.1719457013575,36.8421052631579,61.8803418803419,44.0111420612813,78.5888077858881,30.8888888888889,75.8095238095238,31.6129032258065
chr3,40743996,40744995,54.7738693467337,41.0526315789474,51.9685039370079,32.7485380116959,44.7058823529412,19.4444444444444,59.4936708860759,23.9543726235741
chr3,40902044,40903043,94.2028985507246,77.7777777777778,90,78.8990825688073,98.5507246376812,62.5,93.6936936936937,53.4653465346535
chr3,41742015,41743014,4.31211498973306,3.02114803625378,3.35365853658537,3.19634703196347,3.18181818181818,2.55681818181818,3.80228136882129,2.45231607629428
chr3,48608603,48609602,90.9657320872274,58.4558823529412,92.2077922077922,59.3167701863354,92.2388059701493,42.2360248447205,93.2907348242811,42.6966292134831
chr3,55181529,55182528,69.1228070175439,20.6106870229008,59.6858638743456,22.9508196721311,83.9622641509434,12.7659574468085,91.304347826087,16.9312169312169
chr3,58691901,58692900,9.44881889763779,3.73563218390805,5.02092050209205,1.70454545454545,6.04651162790698,2.20588235294118,7.73638968481375,4.36046511627907
chr3,64844244,64845243,95.2380952380952,83.3333333333333,90.9090909090909,80,91.4285714285714,42.8571428571429,88.8888888888889,47.0588235294118
chr3,64844266,64845265,95.2380952380952,83.3333333333333,90.9090909090909,80,91.4285714285714,42.8571428571429,88.8888888888889,47.0588235294118
chr3,65528880,65529879,2.7906976744186,2.47933884297521,2.55009107468124,4.65116279069767,3.6231884057971,2.94659300184162,5.42857142857143,2.66159695817491
chr3,65665729,65666728,28.1395348837209,5.97609561752988,25.1748251748252,2.86458333333333,39.7408207343413,0.980392156862745,36.4161849710983,2.45664739884393
chr3,75164535,75165534,44.9275362318841,31.3253012048193,47.7941176470588,22.0588235294118,43.9759036144578,15.8995815899582,53.0927835051546,21.078431372549
chr3,79852274,79853273,89.8989898989899,71.6981132075472,90.3846153846154,70,100,35.1351351351351,100,56.5217391304348
chr3,83573623,83574622,74.0740740740741,66.6666666666667,85,76.4705882352941,88,62.5,84.2105263157895,61.3636363636364
chr3,86001992,86002991,79.0123456790123,4.20168067226891,63.4285714285714,8.2089552238806,86.6141732283465,3.8135593220339,83.3333333333333,0.568181818181818
chr3,88077805,88078804,76.4705882352941,55,89.2857142857143,73.0769230769231,83.3333333333333,27.4509803921569,93.75,23.0769230769231
chr3,89364754,89365753,90.5660377358491,29.9242424242424,93.4108527131783,35.9223300970874,92.5081433224756,16.044776119403,91.3333333333333,15.625
chr3,90103633,90104632,88.6274509803922,24.8618784530387,90.4545454545455,34.6590909090909,88.8888888888889,27.2727272727273,84.8837209302326,18.0790960451977
chr3,90243013,90244012,18.75,5.14018691588785,15.7894736842105,4.45205479452055,18.141592920354,4.42176870748299,16.5584415584416,2.22929936305732
chr3,92142245,92143244,95.6521739130435,72.3404255319149,90.9090909090909,63.8888888888889,86.2068965517241,48.4848484848485,72.4137931034483,36.3636363636364
chr3,92588498,92589497,79.4117647058823,72.7272727272727,86.6666666666667,50,77.2727272727273,38.4615384615385,94.1176470588235,24.1379310344828
chr3,94443416,94444415,5.26315789473684,4.43037974683544,5.83333333333333,6.13496932515337,4.51388888888889,3.47826086956522,5.18518518518519,0.869565217391304
chr3,95241099,95242098,68.6274509803922,31.404958677686,71.3375796178344,31.3253012048193,73.6434108527132,9.03614457831325,76.6990291262136,7.75862068965517
chr3,95559178,95560177,70.2290076335878,10.8159392789374,59.2920353982301,12.5,89.4088669950739,11.4374034003091,91.0087719298246,10.5960264900662
chr3,96831597,96832596,93.8388625592417,48.5074626865672,93.0769230769231,40.9937888198758,89.1089108910891,24.6031746031746,91.4893617021277,27.3381294964029
chr3,96925521,96926520,92.0289855072464,48.0392156862745,88.8888888888889,46.2365591397849,91.7197452229299,29.7101449275362,93,39.4957983193277
chr3,98160131,98161130,89.3617021276596,43.3823529411765,83.271375464684,53.968253968254,91.304347826087,35.8823529411765,90.3846153846154,35.0574712643678
chr3,99884907,99885906,84.5528455284553,57.2519083969466,83.4437086092715,52.6315789473684,76.7241379310345,20.4081632653061,88.6363636363636,20.979020979021
chr3,102935601,102936600,71.2765957446808,40.1384083044983,66.9902912621359,40.7114624505929,68.6915887850467,19.9152542372881,93.0434782608696,38.1663113006397
chr3,104780557,104781556,13.8429752066116,1.25,11.587982832618,3.5230352303523,6.99708454810496,1.82815356489945,20.7831325301205,3.47490347490348
